inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks,infrastructure_deficit_pct
INSP01660,2026-01-27,SCH0026,1.0,,1.0,1.0,0.0,Unknown Inspector,Good condition,25.0
INSP02341,2025-09-14,SCH0561,0.0,1.0,0.0,0.0,1.0,Nitara Comar,Toilets locked,60.0
INSP01721,2025-04-08,SCH0600,0.0,1.0,1.0,1.0,1.0,Om Sanghvi,Needs repair,20.0
INSP00886,2025-07-12,S0409,1.0,1.0,1.0,1.0,0.0,Gautam Krishnan,Toilets locked,20.0
INSP02615,2025-05-31,SCH0129,0.0,1.0,1.0,0.0,0.0,Unknown Inspector,No remarks,60.0
INSP00918,2025-08-01,SCH0221,1.0,,1.0,0.0,0.0,Umang Kulkarni,No Remarks,50.0
INSP01861,2025-09-25,SCH0061,1.0,1.0,,0.0,0.0,Aarush Ramakrishnan,Toilets locked,50.0
INSP00192,2026-03-30,SCH0188,1.0,0.0,1.0,1.0,1.0,Tanvi Bahri,No remarks,20.0
INSP01949,2026-01-23,SCH0203,,1.0,1.0,,,Ganga Nayak,Needs repair,0.0
INSP02148,2025-09-21,S0058,0.0,0.0,1.0,,,Netra Shetty,Needs repair,66.67
INSP01266,2026-03-20,SCH0479,1.0,0.0,1.0,1.0,0.0,Wyatt Shroff,Needs repair,40.0
INSP00484,2025-08-14,SCH0004,1.0,1.0,1.0,1.0,,Michael Thakur,Toilets locked,0.0
INSP00916,2025-11-08,SCH0274,1.0,0.0,,0.0,0.0,Ethan Swaminathan,No remarks,75.0
INSP02733,2025-08-09,SCH0071,1.0,1.0,1.0,1.0,1.0,Unknown Inspector,Average,0.0
INSP00278,2026-02-06,SCH0530,0.0,1.0,1.0,0.0,0.0,Joshua Rajagopalan,Toilets locked,60.0
INSP00989,2026-03-31,SCH0413,1.0,0.0,1.0,1.0,,Gavin Taneja,Toilets locked,25.0
INSP01957,2026-03-26,SCH0210,1.0,1.0,0.0,1.0,0.0,Ayushman Raju,No remarks,40.0
INSP01246,2025-07-06,SCH0285,1.0,1.0,1.0,0.0,,Henry Basak,Good condition,25.0
INSP00572,2026-02-21,SCH0369,1.0,,0.0,1.0,1.0,Bakhshi Raman,Toilets locked,25.0
INSP01436,2025-09-04,SCH0312,0.0,1.0,1.0,1.0,,Manthan Raja,Average,25.0
INSP00994,2026-02-08,SCH0595,1.0,0.0,0.0,0.0,1.0,Unknown Inspector,Good condition,60.0
INSP01567,2026-08-01,SCH0434,0.0,1.0,0.0,0.0,0.0,Jatin Ganesh,No Remarks,80.0
INSP01563,2025-10-10,SCH0589,0.0,,1.0,0.0,0.0,Waida Thakkar,No remarks,75.0
INSP00586,2025-04-21,SCH0569,0.0,1.0,,1.0,,Unknown Inspector,Needs repair,33.33
INSP02526,2025-10-28,SCH0484,0.0,1.0,0.0,1.0,0.0,Dayita Nayar,Needs repair,60.0
INSP02788,2026-02-18,SCH0508,,1.0,1.0,,0.0,Samar Munshi,No Remarks,33.33
INSP01350,2025-08-21,SCH0169,,1.0,0.0,1.0,,Tarak Shetty,No Remarks,33.33
INSP01008,2025-04-04,SCH0583,0.0,1.0,,1.0,,Omisha Oza,No Remarks,33.33
INSP00675,2025-07-31,SCH0513,1.0,0.0,1.0,1.0,1.0,Unknown Inspector,Average,20.0
INSP02203,2025-07-10,S0472,1.0,1.0,,1.0,1.0,Chanakya Tandon,Average,0.0
INSP00856,2025-08-01,S0373,1.0,1.0,0.0,,1.0,Jagrati Krishnamurthy,Needs repair,25.0
INSP00448,2025-06-01,S0066,1.0,1.0,1.0,,1.0,Odika Maharaj,Needs repair,0.0
INSP01862,2025-04-11,0243,1.0,1.0,1.0,1.0,0.0,Praneel Kalla,Toilets locked,20.0
INSP01804,2025-05-13,SCH0246,,1.0,0.0,,0.0,Madhav Wali,Needs repair,66.67
INSP02382,2025-09-25,SCH0043,1.0,1.0,1.0,0.0,1.0,Caleb Thakur,Needs repair,20.0
INSP02813,2025-12-03,SCH0281,1.0,1.0,0.0,0.0,1.0,Anita Tara,No Remarks,40.0
INSP02509,2025-11-03,SCH0589,,,,1.0,,Chanakya Taneja,Needs repair,0.0
INSP01915,2025-03-05,SCH0390,1.0,1.0,1.0,1.0,,Anay Golla,No Remarks,0.0
INSP02809,2025-08-01,SCH0326,1.0,1.0,1.0,1.0,0.0,Anthony Jha,No Remarks,20.0
INSP02619,2025-12-21,SCH0320,1.0,1.0,1.0,1.0,0.0,Vihaan Parsa,Average,20.0
INSP01248,2026-03-22,SCH0520,1.0,1.0,1.0,0.0,0.0,Logan Balasubramanian,Average,40.0
INSP00295,2025-07-20,S0283,1.0,1.0,1.0,1.0,0.0,Unnati Tella,Needs repair,20.0
INSP00589,2026-03-30,SCH0044,,0.0,1.0,0.0,0.0,Jacob Pandit,Toilets locked,75.0
INSP01282,2025-04-18,SCH0086,,1.0,1.0,1.0,0.0,Manbir Sethi,No Remarks,25.0
INSP01589,2025-11-13,SCH0438,1.0,0.0,,1.0,0.0,Dhriti Pandit,No remarks,50.0
INSP02035,2025-05-04,SCH0445,1.0,,1.0,0.0,0.0,Chavvi Khurana,Good condition,50.0
INSP02695,2025-05-13,SCH0276,1.0,,1.0,0.0,,Upasna Kade,Good condition,33.33
INSP02520,2026-01-30,SCH0039,,1.0,1.0,1.0,1.0,Ria Menon,Good condition,0.0
INSP02376,2025-04-14,SCH0417,1.0,1.0,1.0,0.0,1.0,Unknown Inspector,Good condition,20.0
INSP01418,2025-07-18,SCH0204,1.0,1.0,1.0,1.0,1.0,Tara Loyal,Average,0.0
INSP00426,2025-07-19,S0254,0.0,0.0,1.0,0.0,1.0,Wishi Rama,Average,60.0
INSP00535,2025-04-14,SCH0280,,1.0,1.0,1.0,1.0,Yahvi Sengupta,Good condition,0.0
INSP01055,2026-01-03,SCH0500,,1.0,1.0,0.0,1.0,Janya Saxena,Needs repair,25.0
INSP02567,2026-03-27,SCH0524,1.0,1.0,1.0,1.0,0.0,Arin Sood,No Remarks,20.0
INSP02635,2025-05-28,SCH0003,1.0,1.0,1.0,1.0,0.0,Unknown Inspector,Average,20.0
INSP02928,2025-08-01,SCH0508,0.0,0.0,0.0,1.0,0.0,Vinaya Ghosh,Needs repair,80.0
INSP00133,2025-08-04,SCH0250,0.0,1.0,1.0,1.0,1.0,Mugdha Varma,Average,20.0
INSP02184,2025-11-05,SCH0230,1.0,0.0,0.0,1.0,1.0,Yatin Prasad,Average,40.0
INSP00422,2025-12-31,SCH0093,1.0,1.0,1.0,,1.0,Leela Narula,Needs repair,0.0
INSP02796,2025-06-07,SCH0600,0.0,1.0,1.0,1.0,,Anay Mahal,No remarks,25.0
INSP02149,2025-08-22,0566,1.0,1.0,0.0,0.0,1.0,Alka Bawa,No Remarks,40.0
INSP01369,2025-04-28,SCH0287,1.0,,1.0,0.0,,Rachana Dass,Toilets locked,33.33
INSP00557,2025-04-30,SCH0356,0.0,1.0,1.0,0.0,1.0,Saumya Narang,Average,40.0
INSP02460,2025-04-16,SCH0257,1.0,1.0,0.0,,0.0,Dipta De,Toilets locked,50.0
INSP01661,2025-12-25,SCH0119,1.0,,1.0,,1.0,Wyatt Sharaf,Toilets locked,0.0
INSP02817,2025-06-22,S0054,0.0,1.0,,1.0,,Aahana Sani,No Remarks,33.33
INSP02045,2025-06-07,SCH0458,1.0,1.0,1.0,,0.0,Rishi Sridhar,Good condition,25.0
INSP00571,2025-07-30,SCH0223,1.0,1.0,1.0,1.0,,Yash Sami,No Remarks,0.0
INSP00353,2025-06-17,SCH0276,1.0,1.0,1.0,0.0,0.0,Patrick Rau,No Remarks,40.0
INSP00092,2026-07-01,SCH0555,1.0,1.0,1.0,0.0,,Warda Krishna,No Remarks,25.0
INSP02969,2025-10-09,SCH0329,1.0,1.0,1.0,1.0,1.0,Rayaan Mital,Needs repair,0.0
INSP02665,2025-11-04,SCH0314,0.0,1.0,1.0,0.0,0.0,Unknown Inspector,No remarks,60.0
INSP01171,2025-11-29,SCH0534,1.0,,1.0,,1.0,Chaitaly Balan,No remarks,0.0
INSP02896,2025-09-06,SCH0075,,0.0,0.0,,1.0,Praneel Deo,No Remarks,66.67
INSP01286,2026-03-24,SCH0423,1.0,,1.0,1.0,0.0,Wazir Sehgal,Average,25.0
INSP02169,2025-06-16,SCH0037,1.0,1.0,0.0,1.0,0.0,Qarin Parmar,No remarks,40.0
INSP02216,2025-09-27,SCH0318,1.0,1.0,0.0,0.0,0.0,Vedika Deshpande,No Remarks,60.0
INSP01592,2025-06-17,SCH0234,1.0,1.0,1.0,1.0,,Jhalak Choudhry,No Remarks,0.0
INSP02634,2026-02-11,SCH0442,1.0,0.0,1.0,1.0,1.0,Wazir Kapur,Toilets locked,20.0
INSP00698,2025-08-15,SCH0351,1.0,,1.0,1.0,1.0,Victor Bhandari,No Remarks,0.0
INSP02637,2025-09-17,SCH0327,1.0,1.0,0.0,0.0,1.0,Oscar Sunder,No remarks,40.0
INSP00349,2026-02-05,SCH0207,0.0,1.0,1.0,1.0,0.0,Qushi Shere,Good condition,40.0
INSP01747,2025-05-30,SCH0344,0.0,1.0,,0.0,,Edhitha Soman,No remarks,66.67
INSP02470,2025-10-14,S0078,,1.0,,0.0,1.0,Yauvani Mistry,Average,33.33
INSP02858,2025-07-10,SCH0154,1.0,1.0,1.0,0.0,,Reyansh Bhatnagar,No Remarks,25.0
INSP02358,2025-06-24,SCH0109,1.0,,1.0,1.0,1.0,Wakeeta Gaba,Average,0.0
INSP01138,2025-06-12,SCH0007,1.0,1.0,1.0,,1.0,Brinda Nanda,No remarks,0.0
INSP02005,2025-04-08,SCH0422,1.0,,,,1.0,Ranveer Chadha,Toilets locked,0.0
INSP01621,2025-01-10,SCH0482,1.0,0.0,1.0,1.0,0.0,Darsh Narang,Needs repair,40.0
INSP02979,2025-08-03,SCH0031,1.0,1.0,,0.0,1.0,Samesh Dar,Needs repair,25.0
INSP02963,2025-08-19,SCH0398,1.0,1.0,1.0,1.0,0.0,Anika Pandya,Toilets locked,20.0
INSP01340,2026-03-15,SCH0223,1.0,1.0,1.0,0.0,1.0,Lipika Kara,Average,20.0
INSP02620,2026-02-09,0584,1.0,,1.0,0.0,1.0,Ucchal Kapur,Needs repair,25.0
INSP00454,2025-06-22,SCH0071,0.0,,1.0,,,Yashvi Talwar,Toilets locked,50.0
INSP00914,2025-12-09,SCH0323,1.0,1.0,1.0,1.0,0.0,Ati Suri,Average,20.0
INSP02339,2026-01-07,0069,1.0,0.0,1.0,1.0,1.0,Hritik Dutt,No Remarks,20.0
INSP01200,2025-06-24,0009,1.0,,1.0,1.0,0.0,Janya Murty,Good condition,25.0
INSP01275,2026-03-29,SCH0562,1.0,1.0,0.0,0.0,1.0,Ekanta Mangat,Average,40.0
INSP02060,2025-12-20,SCH0571,,1.0,0.0,1.0,1.0,Dev Walia,No Remarks,25.0
INSP00038,2025-08-16,SCH0496,,1.0,1.0,0.0,,Deepa Mahal,Needs repair,33.33
INSP00975,2025-05-26,SCH0464,,1.0,1.0,1.0,1.0,Gaurika Ranganathan,Good condition,0.0
INSP02912,2025-11-24,SCH0404,,1.0,1.0,1.0,1.0,Veer Narayanan,Needs repair,0.0
INSP00984,2025-10-14,0114,,,0.0,1.0,0.0,Unknown Inspector,Needs repair,66.67
INSP02014,2025-04-28,SCH0409,0.0,1.0,1.0,1.0,,Kiaan Vaidya,Average,25.0
INSP02120,2025-07-26,SCH0457,1.0,1.0,1.0,,0.0,Victor Subramaniam,Needs repair,25.0
INSP01419,2026-02-17,SCH0280,0.0,1.0,,,0.0,Joshua Korpal,Needs repair,66.67
INSP01285,2026-03-30,SCH0291,1.0,0.0,1.0,1.0,,Yutika Behl,Average,25.0
INSP02162,2025-07-10,SCH0001,1.0,1.0,1.0,0.0,0.0,Imaran Iyengar,No remarks,40.0
INSP00040,2025-04-18,SCH0180,1.0,1.0,1.0,,1.0,Xavier Manda,Needs repair,0.0
INSP01487,2025-05-18,SCH0280,1.0,1.0,1.0,1.0,,Unknown Inspector,No Remarks,0.0
INSP01992,2025-09-06,SCH0382,,1.0,1.0,1.0,0.0,Indali Gandhi,No remarks,25.0
INSP00170,2025-07-04,SCH0102,1.0,1.0,1.0,1.0,1.0,Ekani Kaul,Good condition,0.0
INSP01356,2025-05-18,S0017,1.0,1.0,0.0,0.0,,Dipta Kapoor,No Remarks,50.0
INSP00738,2025-08-28,SCH0497,0.0,1.0,1.0,1.0,0.0,Unknown Inspector,Good condition,40.0
INSP01737,2025-05-10,SCH0181,1.0,1.0,1.0,1.0,0.0,Unknown Inspector,No Remarks,20.0
INSP02839,2026-11-02,SCH0511,1.0,1.0,1.0,1.0,1.0,Rudra Memon,No Remarks,0.0
INSP01565,2025-05-26,SCH0533,1.0,0.0,1.0,,1.0,Unknown Inspector,Average,25.0
INSP02088,2026-05-03,SCH0087,1.0,1.0,1.0,1.0,1.0,Rachana Wali,Toilets locked,0.0
INSP00635,2025-10-30,SCH0523,1.0,1.0,0.0,1.0,,Unknown Inspector,No Remarks,25.0
INSP02785,2025-07-04,SCH0067,1.0,0.0,1.0,1.0,0.0,Yatin Dara,Average,40.0
INSP02090,2025-07-24,SCH0491,,1.0,1.0,,0.0,Jonathan Iyer,Toilets locked,33.33
INSP01641,2026-01-26,0430,,1.0,0.0,,1.0,Darpan Ganesh,Good condition,33.33
INSP01291,2026-03-29,SCH0163,,1.0,,1.0,,Sachi Mahal,No Remarks,0.0
INSP02461,2026-04-03,S0435,1.0,1.0,0.0,0.0,,Adya Date,No remarks,50.0
INSP01381,2026-02-13,SCH0460,1.0,1.0,0.0,0.0,0.0,Ishaan Sharaf,Good condition,60.0
INSP00580,2025-04-15,SCH0164,0.0,1.0,0.0,0.0,,Nathan Dhar,Good condition,75.0
INSP00329,2025-12-23,SCH0294,1.0,1.0,1.0,1.0,0.0,Simon Koshy,No remarks,20.0
INSP01833,2025-05-17,SCH0252,1.0,1.0,1.0,0.0,1.0,Nirja Bhardwaj,Toilets locked,20.0
INSP00893,2025-02-09,SCH0062,0.0,0.0,1.0,1.0,1.0,Vaishnavi Setty,Toilets locked,40.0
INSP01144,2025-11-07,SCH0112,0.0,1.0,0.0,1.0,0.0,Utkarsh Mallick,Toilets locked,60.0
INSP00781,2025-05-09,SCH0441,0.0,0.0,1.0,1.0,1.0,Samaksh Shukla,No remarks,40.0
INSP00160,2026-01-01,SCH0200,0.0,0.0,1.0,1.0,0.0,Nidra Hayer,No remarks,60.0
INSP01731,2025-06-22,SCH0149,1.0,1.0,1.0,0.0,,Ishani Goel,Toilets locked,25.0
INSP01930,2025-12-30,SCH0396,1.0,0.0,1.0,0.0,,Madhavi Bassi,Good condition,50.0
INSP02448,2025-07-28,SCH0445,1.0,,1.0,0.0,0.0,Unknown Inspector,No remarks,50.0
INSP00062,2026-02-04,SCH0502,1.0,1.0,0.0,,0.0,Abhiram Gandhi,No Remarks,50.0
INSP00850,2025-03-07,SCH0055,1.0,0.0,1.0,1.0,0.0,Niharika Kannan,Toilets locked,40.0
INSP02246,2025-06-21,SCH0081,1.0,1.0,1.0,1.0,0.0,Upadhriti Chada,Toilets locked,20.0
INSP01597,2026-10-01,SCH0326,1.0,,0.0,1.0,0.0,Aashi Bassi,Toilets locked,50.0
INSP01044,2026-03-16,S0066,1.0,1.0,,,1.0,Chandresh Varghese,Toilets locked,0.0
INSP02984,2025-05-15,SCH0311,1.0,1.0,1.0,1.0,1.0,Bishakha Sood,No remarks,0.0
INSP01545,2025-10-24,SCH0116,0.0,1.0,1.0,,0.0,Rayaan Chauhan,Average,50.0
INSP02100,2025-08-05,0194,1.0,1.0,1.0,0.0,0.0,Priya Tank,Needs repair,40.0
INSP01071,2025-05-25,SCH0456,1.0,1.0,0.0,1.0,1.0,Daniel Oak,No remarks,20.0
INSP00054,2025-12-04,SCH0271,1.0,1.0,1.0,1.0,0.0,Unknown Inspector,Toilets locked,20.0
INSP02672,2025-10-29,SCH0229,,1.0,1.0,1.0,1.0,Ekani Devi,Needs repair,0.0
INSP00259,2025-10-28,0392,1.0,1.0,,0.0,0.0,Baghyawati Mani,Toilets locked,50.0
INSP00506,2026-01-21,S0207,1.0,1.0,1.0,,,Vansha Chaudhary,Toilets locked,0.0
INSP00753,2025-09-19,SCH0109,1.0,1.0,1.0,,1.0,Mahika Sabharwal,Needs repair,0.0
INSP02402,2026-03-30,SCH0033,1.0,1.0,1.0,,0.0,Indrajit Sarma,Needs repair,25.0
INSP00218,2025-04-19,SCH0457,1.0,1.0,1.0,1.0,1.0,Tanvi Ramakrishnan,Good condition,0.0
INSP00825,2025-10-19,SCH0152,1.0,1.0,0.0,1.0,0.0,Qabil Khanna,Average,40.0
INSP01962,2026-02-01,S0172,1.0,1.0,,0.0,0.0,Chatura Bassi,Toilets locked,50.0
INSP02397,2025-05-15,SCH0095,1.0,1.0,1.0,,0.0,Kamya Virk,Average,25.0
INSP01390,2025-06-20,SCH0390,1.0,1.0,0.0,1.0,0.0,Inaya Grewal,Good condition,40.0
INSP02633,2025-05-08,SCH0174,,1.0,1.0,0.0,1.0,Champak Chander,Average,25.0
INSP01267,2025-09-10,SCH0343,1.0,1.0,1.0,,1.0,Amrita Buch,Toilets locked,0.0
INSP02594,2025-06-24,SCH0107,,1.0,1.0,1.0,0.0,Daksh Oza,No remarks,25.0
INSP01910,2025-05-04,SCH0439,1.0,0.0,1.0,0.0,0.0,Baljiwan Kunda,Good condition,60.0
INSP01599,2026-02-18,SCH0303,1.0,1.0,1.0,0.0,1.0,Balvan Naik,Needs repair,20.0
INSP02160,2025-05-07,SCH0594,1.0,1.0,1.0,0.0,0.0,Vrishti Dhaliwal,Toilets locked,40.0
INSP01608,2025-05-09,SCH0367,1.0,0.0,1.0,1.0,,Bakhshi Sani,No Remarks,25.0
INSP01830,2025-09-11,SCH0390,,,1.0,,1.0,Yauvani Mani,Average,0.0
INSP00772,2025-12-12,SCH0104,,1.0,1.0,,1.0,Finn Bath,Good condition,0.0
INSP02945,2025-11-11,SCH0551,0.0,,1.0,0.0,0.0,Aayush Vora,Toilets locked,75.0
INSP01961,2025-08-01,SCH0007,1.0,1.0,1.0,1.0,0.0,Unknown Inspector,No remarks,20.0
INSP02823,2025-07-29,SCH0587,1.0,1.0,0.0,1.0,0.0,Kashvi Sarin,Toilets locked,40.0
INSP01086,2025-11-19,SCH0383,1.0,1.0,1.0,,0.0,Meera Narain,No Remarks,25.0
INSP02250,2025-08-27,SCH0023,1.0,,1.0,1.0,,Jagvi Bhardwaj,No Remarks,0.0
INSP02347,2026-02-14,SCH0556,1.0,,1.0,1.0,1.0,Aadhya Ramanathan,Good condition,0.0
INSP01326,2025-05-19,SCH0360,,1.0,,0.0,0.0,Vihaan Soman,Needs repair,66.67
INSP02235,2026-01-18,SCH0014,1.0,,1.0,0.0,,Unknown Inspector,No remarks,33.33
INSP01742,2026-03-09,SCH0501,1.0,1.0,1.0,0.0,1.0,Ojasvi Nigam,Average,20.0
INSP01913,2025-08-09,SCH0553,,1.0,1.0,1.0,0.0,Unknown Inspector,No remarks,25.0
INSP02363,2026-03-26,0076,1.0,1.0,1.0,0.0,1.0,Azaan Rastogi,Needs repair,20.0
INSP01404,2025-09-23,SCH0083,1.0,1.0,,1.0,1.0,Warinder Kari,Good condition,0.0
INSP02994,2025-12-18,SCH0150,1.0,1.0,0.0,0.0,1.0,Rachana Seth,Needs repair,40.0
INSP02366,2025-05-09,SCH0436,0.0,1.0,,0.0,0.0,Xiti Sandhu,Toilets locked,75.0
INSP01914,2025-11-22,SCH0444,,0.0,0.0,0.0,0.0,Zashil Bora,No Remarks,100.0
INSP01164,2025-05-10,SCH0456,1.0,1.0,1.0,0.0,0.0,Finn Jhaveri,No remarks,40.0
INSP00964,2025-04-10,SCH0430,1.0,,1.0,1.0,0.0,Chakradev Loke,Toilets locked,25.0
INSP02564,2025-09-28,SCH0114,,1.0,1.0,1.0,0.0,Bahadurjit Ben,No Remarks,25.0
INSP00399,2025-05-15,SCH0555,0.0,,1.0,1.0,,Jonathan Sharma,Toilets locked,33.33
INSP00585,2026-03-02,SCH0495,,1.0,1.0,,,Agastya Varma,Toilets locked,0.0
INSP00949,2025-01-11,SCH0136,1.0,1.0,1.0,1.0,1.0,Parth Wagle,Good condition,0.0
INSP00705,2025-12-05,SCH0266,1.0,1.0,1.0,1.0,,Kiaan Date,No remarks,0.0
INSP00432,2026-01-28,SCH0254,1.0,1.0,1.0,1.0,0.0,Max Bath,Good condition,20.0
INSP01689,2025-04-27,SCH0130,,0.0,1.0,0.0,1.0,Libni Agarwal,No remarks,50.0
INSP00293,2025-08-23,SCH0064,1.0,,1.0,1.0,,Warinder Sachar,Needs repair,0.0
INSP00146,2025-07-07,SCH0518,1.0,1.0,0.0,0.0,0.0,Xiti Rege,Toilets locked,60.0
INSP00324,2026-01-22,SCH0564,1.0,1.0,0.0,,,Max Garg,Needs repair,33.33
INSP02723,2025-05-07,SCH0103,1.0,1.0,1.0,1.0,0.0,Theodore Sidhu,Needs repair,20.0
INSP02224,2025-11-07,SCH0536,,1.0,1.0,1.0,0.0,Amrita Raju,No Remarks,25.0
INSP01166,2025-07-16,SCH0067,1.0,0.0,1.0,1.0,1.0,Unknown Inspector,Toilets locked,20.0
INSP01453,2025-04-17,SCH0029,1.0,1.0,0.0,1.0,0.0,Nathan Shenoy,Needs repair,40.0
INSP00003,2025-04-06,SCH0568,,0.0,1.0,1.0,0.0,Azad Pingle,Good condition,50.0
INSP01713,2025-12-11,SCH0300,1.0,,1.0,1.0,1.0,Kritika Wason,Toilets locked,0.0
INSP00577,2026-02-25,SCH0536,0.0,,1.0,1.0,,Krish Manda,No remarks,33.33
INSP02424,2025-12-10,SCH0296,0.0,1.0,0.0,1.0,0.0,Ekaja Madan,Needs repair,60.0
INSP00340,2026-01-10,SCH0300,1.0,0.0,1.0,1.0,1.0,Neha Devi,Average,20.0
INSP02903,2025-11-18,SCH0450,1.0,1.0,1.0,1.0,1.0,Yug Nair,Average,0.0
INSP02479,2025-02-05,SCH0326,1.0,1.0,1.0,0.0,,Upadhriti Chander,No remarks,25.0
INSP00926,2025-04-16,SCH0403,1.0,1.0,1.0,1.0,1.0,Yadavi Madan,Needs repair,0.0
INSP00266,2025-04-12,S0237,1.0,,1.0,0.0,,Manthan Bal,Good condition,33.33
INSP00377,2025-10-29,SCH0050,1.0,0.0,0.0,,,Unknown Inspector,No remarks,66.67
INSP02469,2025-09-25,SCH0037,,1.0,0.0,1.0,0.0,Anamika Kunda,Average,50.0
INSP01464,2025-11-11,SCH0070,1.0,1.0,1.0,1.0,1.0,Dakshesh Memon,Good condition,0.0
INSP00272,2025-10-25,S0239,1.0,1.0,1.0,0.0,1.0,Jasmit Sampath,No remarks,20.0
INSP00697,2026-01-21,SCH0010,,,0.0,1.0,0.0,Parth Natt,No remarks,66.67
INSP00245,2026-02-22,SCH0474,1.0,1.0,0.0,0.0,0.0,Rudra Jha,Good condition,60.0
INSP02956,2025-10-15,SCH0368,1.0,1.0,0.0,1.0,0.0,Quincy Bath,No remarks,40.0
INSP00477,2025-05-26,0505,,1.0,1.0,1.0,,Manya Mani,Toilets locked,0.0
INSP02011,2025-07-05,SCH0120,,1.0,1.0,1.0,1.0,Varsha Gupta,Average,0.0
INSP01922,2025-06-02,SCH0228,1.0,1.0,1.0,1.0,,Unknown Inspector,Needs repair,0.0
INSP00814,2026-06-03,SCH0221,1.0,,1.0,1.0,1.0,Ayushman Parmar,Good condition,0.0
INSP01872,2025-10-06,SCH0184,1.0,1.0,1.0,0.0,1.0,Ekanta Bose,Needs repair,20.0
INSP02669,2026-01-11,SCH0505,0.0,0.0,1.0,1.0,0.0,Harinakshi Contractor,Good condition,60.0
INSP02926,2025-09-25,SCH0064,0.0,1.0,,1.0,1.0,Unknown Inspector,Needs repair,25.0
INSP01165,2025-08-21,SCH0463,0.0,1.0,1.0,,,Unknown Inspector,Toilets locked,33.33
INSP02289,2026-03-25,SCH0210,1.0,1.0,1.0,1.0,1.0,Chandresh Mahal,Needs repair,0.0
INSP00251,2025-09-04,SCH0554,1.0,1.0,0.0,1.0,1.0,Laban Saini,Toilets locked,20.0
INSP00414,2026-03-17,0401,1.0,1.0,1.0,0.0,0.0,Ekapad Sibal,Toilets locked,40.0
INSP00546,2025-06-09,SCH0219,1.0,1.0,1.0,,0.0,Unknown Inspector,Good condition,25.0
INSP01194,2025-07-21,SCH0231,,1.0,,1.0,1.0,Pranav Sagar,Average,0.0
INSP00739,2025-04-12,S0583,0.0,1.0,,,1.0,Sai Issac,Good condition,33.33
INSP00311,2025-11-22,SCH0143,0.0,1.0,1.0,1.0,1.0,Divya Sankaran,No Remarks,20.0
INSP00894,2025-10-14,SCH0347,,1.0,1.0,0.0,1.0,Sarthak Dey,Good condition,25.0
INSP01132,2025-10-22,SCH0317,,1.0,1.0,1.0,0.0,Akshay Magar,Average,25.0
INSP01450,2025-12-07,SCH0147,,1.0,0.0,,0.0,Lakshmi Mandal,Needs repair,66.67
INSP00016,2025-05-16,SCH0028,1.0,1.0,1.0,1.0,1.0,Nidhi Kadakia,Good condition,0.0
INSP02109,2025-07-21,S0122,1.0,,1.0,0.0,1.0,Nirja Bassi,Toilets locked,25.0
INSP00722,2025-09-06,S0212,1.0,1.0,1.0,1.0,1.0,Unknown Inspector,Needs repair,0.0
INSP01421,2025-04-08,SCH0352,1.0,0.0,1.0,0.0,0.0,Diya Guha,Average,60.0
INSP02770,2026-01-14,0119,1.0,1.0,1.0,,0.0,Yamini Agate,Toilets locked,25.0
INSP00982,2025-07-31,SCH0128,0.0,,1.0,0.0,0.0,Aarini Atwal,No remarks,75.0
INSP02219,2025-05-23,SCH0159,1.0,1.0,1.0,0.0,1.0,Ekbal Bakshi,Average,20.0
INSP01540,2025-07-21,SCH0559,,1.0,0.0,1.0,1.0,Faqid Kapur,Needs repair,25.0
INSP02662,2026-03-02,SCH0122,,1.0,1.0,0.0,0.0,Janya Joshi,Needs repair,50.0
INSP01551,2025-06-20,SCH0096,,1.0,1.0,0.0,1.0,Ekavir Mallick,Needs repair,25.0
INSP02548,2025-05-31,SCH0033,0.0,1.0,0.0,1.0,1.0,Odika Nori,No Remarks,40.0
INSP00364,2025-10-22,SCH0100,1.0,1.0,1.0,1.0,1.0,Aachal Toor,No remarks,0.0
INSP00983,2026-01-26,SCH0584,1.0,1.0,1.0,1.0,0.0,Ridhi Pathak,Toilets locked,20.0
INSP00183,2025-04-01,SCH0257,1.0,1.0,1.0,0.0,1.0,Meghana Chowdhury,No Remarks,20.0
INSP00986,2025-10-28,SCH0122,,,1.0,0.0,0.0,Yatan Prabhu,Needs repair,66.67
INSP01195,2026-03-26,SCH0070,1.0,1.0,1.0,1.0,0.0,Yashasvi Ahluwalia,Good condition,20.0
INSP01974,2025-10-14,SCH0275,1.0,1.0,,0.0,1.0,Bahadurjit Mallick,Average,25.0
INSP01870,2025-07-23,SCH0173,,1.0,1.0,0.0,0.0,Unknown Inspector,No remarks,50.0
INSP01122,2025-05-12,SCH0157,1.0,1.0,,0.0,0.0,Unknown Inspector,Good condition,50.0
INSP00188,2025-04-18,SCH0509,1.0,1.0,1.0,,0.0,Ekansh Dayal,No remarks,25.0
INSP00620,2025-06-18,SCH0368,1.0,1.0,1.0,0.0,0.0,Timothy Balasubramanian,Toilets locked,40.0
INSP02899,2025-02-05,S0154,0.0,1.0,1.0,1.0,0.0,Urvashi Barad,No Remarks,40.0
INSP01176,2025-06-13,SCH0345,0.0,1.0,1.0,1.0,1.0,Yug Parsa,No Remarks,20.0
INSP01183,2025-09-03,SCH0133,1.0,1.0,1.0,1.0,1.0,Zilmil Doshi,Average,0.0
