inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks
INSP01641,2026-01-26,SCH0430,True,True,False,False,True,Darpan Ganesh,Good condition
INSP01291,2026-03-29,SCH0163,,True,False,True,True,Sachi Mahal,
INSP02461,2026-03-04,SCH0435,True,True,False,False,False,Adya Date,No remarks
INSP01381,2026-02-13,SCH0460,True,True,False,False,False,Ishaan Sharaf,Good condition
INSP00580,2025-04-15,SCH0164,False,True,False,False,False,Nathan Dhar,Good condition
INSP00329,2025-12-23,SCH0294,True,True,True,True,False,Simon Koshy,No remarks
INSP01833,2025-05-17,SCH0252,True,True,True,False,True,Nirja Bhardwaj,Toilets locked
INSP00893,2025-09-02,SCH0062,False,False,True,True,True,Vaishnavi Setty,Toilets locked
INSP01144,2025-07-11,SCH0112,False,True,False,True,False,Utkarsh Mallick,Toilets locked
INSP00781,2025-09-05,SCH0441,False,False,True,True,True,Samaksh Shukla,No remarks
INSP00160,2026-01-01,SCH0200,False,False,True,True,False,Nidra Hayer,No remarks
INSP01731,2025-06-22,SCH0149,True,True,True,False,True,Ishani Goel,Toilets locked
INSP01930,2025-12-30,SCH0396,True,False,True,False,,Madhavi Bassi,Good condition
INSP02448,2025-07-28,SCH0445,True,True,True,False,False,,No remarks
INSP00062,2026-02-04,SCH0502,True,True,False,False,False,Abhiram Gandhi,
INSP00850,2025-07-03,SCH0055,True,False,True,True,False,Niharika Kannan,Toilets locked
INSP02246,2025-06-21,SCH0081,True,True,True,True,False,Upadhriti Chada,Toilets locked
INSP01597,2026-01-10,SCH0326,True,,False,True,False,Aashi Bassi,Toilets locked
INSP01044,2026-03-16,SCH0066,True,True,True,True,True,Chandresh Varghese,Toilets locked
INSP02984,2025-05-15,SCH0311,True,True,True,True,True,Bishakha Sood,No remarks
INSP01545,2025-10-24,SCH0116,False,True,True,False,False,Rayaan Chauhan,Average
INSP02100,2025-08-05,SCH0194,True,True,True,False,False,Priya Tank,Needs repair
INSP01071,2025-05-25,SCH0456,True,True,False,True,True,Daniel Oak,No remarks
INSP00054,2025-04-12,SCH0271,True,True,True,True,False,,Toilets locked
INSP02672,2025-10-29,SCH0229,,True,True,True,True,Ekani Devi,Needs repair
INSP00259,2025-10-28,SCH0392,True,True,True,False,False,Baghyawati Mani,Toilets locked
INSP00506,2026-01-21,SCH0207,True,True,True,,,Vansha Chaudhary,Toilets locked
INSP00753,2025-09-19,SCH0109,True,True,True,False,True,Mahika Sabharwal,Needs repair
INSP02402,2026-03-30,SCH0033,True,True,True,,False,Indrajit Sarma,Needs repair
INSP00218,2025-04-19,SCH0457,True,True,True,True,True,Tanvi Ramakrishnan,Good condition
INSP00825,2025-10-19,SCH0152,True,True,False,True,False,Qabil Khanna,Average
INSP01962,2026-02-01,SCH0172,True,True,,False,False,Chatura Bassi,Toilets locked
INSP02397,2025-05-15,SCH0095,True,True,True,,False,Kamya Virk,Average
INSP01390,2025-06-20,SCH0390,True,True,False,True,False,Inaya Grewal,Good condition
INSP02633,2025-08-05,SCH0174,,True,True,False,True,Champak Chander,Average
INSP01267,2025-10-09,SCH0343,True,True,True,True,True,Amrita Buch,Toilets locked
INSP02594,2025-06-24,SCH0107,True,True,True,True,False,Daksh Oza,No remarks
INSP01910,2025-04-05,SCH0439,True,False,True,False,False,Baljiwan Kunda,Good condition
INSP01599,2026-02-18,SCH0303,True,True,True,False,True,Balvan Naik,Needs repair
INSP02160,2025-05-07,SCH0594,True,True,True,False,False,Vrishti Dhaliwal,Toilets locked
INSP01608,2025-09-05,SCH0367,True,False,True,True,False,Bakhshi Sani,
INSP01830,2025-09-11,SCH0390,,True,True,,True,Yauvani Mani,Average
INSP00772,2025-12-12,SCH0104,True,True,True,False,True,Finn Bath,Good condition
INSP02945,2025-11-11,SCH0551,False,,True,False,False,Aayush Vora,Toilets locked
INSP01961,2025-08-01,SCH0007,True,True,True,True,False,,No remarks
INSP02823,2025-07-29,SCH0587,True,True,False,True,False,Kashvi Sarin,Toilets locked
INSP01086,2025-11-19,SCH0383,True,True,True,,False,Meera Narain,
INSP02250,2025-08-27,SCH0023,True,,True,True,False,Jagvi Bhardwaj,
INSP02347,2026-02-14,SCH0556,True,True,True,True,True,Aadhya Ramanathan,Good condition
INSP01326,2025-05-19,SCH0360,,True,True,False,False,Vihaan Soman,Needs repair
INSP02235,2026-01-18,SCH0014,True,,True,False,False,,No remarks
INSP01742,2026-09-03,SCH0501,True,True,True,False,True,Ojasvi Nigam,Average
INSP01913,2025-08-09,SCH0553,True,True,True,True,False,,No remarks
INSP02363,2026-03-26,SCH0076,True,True,True,False,True,Azaan Rastogi,Needs repair
INSP01404,2025-09-23,SCH0083,True,True,,True,True,Warinder Kari,Good condition
INSP02994,2025-12-18,SCH0150,True,True,False,False,True,Rachana Seth,Needs repair
INSP02366,2025-05-09,SCH0436,False,True,True,False,False,Xiti Sandhu,Toilets locked
INSP01914,2025-11-22,SCH0444,True,False,False,False,False,Zashil Bora,
INSP01164,2025-05-10,SCH0456,True,True,True,False,False,Finn Jhaveri,No remarks
INSP00964,2025-10-04,SCH0430,True,,True,True,False,Chakradev Loke,Toilets locked
INSP02564,2025-09-28,SCH0114,False,True,True,True,False,Bahadurjit Ben,
INSP00399,2025-05-15,SCH0555,False,True,True,True,False,Jonathan Sharma,Toilets locked
INSP00585,2026-03-02,SCH0495,False,True,True,False,True,Agastya Varma,Toilets locked
INSP00949,2025-11-01,SCH0136,True,True,True,True,True,Parth Wagle,Good condition
INSP00705,2025-12-05,SCH0266,True,True,True,True,False,Kiaan Date,No remarks
INSP00432,2026-01-28,SCH0254,True,True,True,True,False,Max Bath,Good condition
INSP01689,2025-04-27,SCH0130,True,False,True,False,True,Libni Agarwal,No remarks
INSP00293,2025-08-23,SCH0064,True,True,True,True,True,Warinder Sachar,Needs repair
INSP00146,2025-07-07,SCH0518,True,True,False,False,False,Xiti Rege,Toilets locked
INSP00324,2026-01-22,SCH0564,True,True,False,True,False,Max Garg,Needs repair
INSP02723,2025-07-05,SCH0103,True,True,True,True,False,Theodore Sidhu,Needs repair
INSP02224,2025-07-11,SCH0536,True,True,True,True,False,Amrita Raju,
INSP01166,2025-07-16,SCH0067,True,False,True,True,True,,Toilets locked
INSP01453,2025-04-17,SCH0029,True,True,False,True,False,Nathan Shenoy,Needs repair
INSP00003,2025-06-04,SCH0568,,False,True,True,False,Azad Pingle,Good condition
INSP01713,2025-12-11,SCH0300,True,True,True,True,True,Kritika Wason,Toilets locked
INSP00577,2026-02-25,SCH0536,False,True,True,True,,Krish Manda,No remarks
INSP02424,2025-12-10,SCH0296,False,True,False,True,False,Ekaja Madan,Needs repair
INSP00340,2026-01-10,SCH0300,True,False,True,True,True,Neha Devi,Average
INSP02903,2025-11-18,SCH0450,True,True,True,True,True,Yug Nair,Average
INSP02479,2025-05-02,SCH0326,True,True,True,False,False,Upadhriti Chander,No remarks
INSP00926,2025-04-16,SCH0403,True,True,True,True,True,Yadavi Madan,Needs repair
INSP00266,2025-04-12,SCH0237,True,True,True,False,False,Manthan Bal,Good condition
INSP00377,2025-10-29,SCH0050,True,False,False,False,False,,No remarks
INSP02469,2025-09-25,SCH0037,,True,False,True,False,Anamika Kunda,Average
INSP01464,2025-11-11,SCH0070,True,True,True,True,True,Dakshesh Memon,Good condition
INSP00272,2025-10-25,SCH0239,True,True,True,False,True,Jasmit Sampath,No remarks
INSP00697,2026-01-21,SCH0010,True,True,False,True,False,Parth Natt,No remarks
INSP00245,2026-02-22,SCH0474,True,True,False,False,False,Rudra Jha,Good condition
INSP02956,2025-10-15,SCH0368,True,True,False,True,False,Quincy Bath,No remarks
INSP00477,2025-05-26,SCH0505,False,True,True,True,,Manya Mani,Toilets locked
INSP02011,2025-07-05,SCH0120,True,True,True,True,True,Varsha Gupta,Average
INSP01922,2025-02-06,SCH0228,True,True,True,True,True,,Needs repair
INSP00814,2026-03-06,SCH0221,True,,True,True,True,Ayushman Parmar,Good condition
INSP01872,2025-10-06,SCH0184,True,True,True,False,True,Ekanta Bose,Needs repair
INSP02669,2026-01-11,SCH0505,False,False,True,True,False,Harinakshi Contractor,Good condition
INSP02926,2025-09-25,SCH0064,False,True,True,True,True,,Needs repair
INSP01165,2025-08-21,SCH0463,False,True,True,False,True,,Toilets locked
INSP02289,2026-03-25,SCH0210,True,True,True,True,True,Chandresh Mahal,Needs repair
INSP00251,2025-04-09,SCH0554,True,True,False,True,True,Laban Saini,Toilets locked
INSP00414,2026-03-17,SCH0401,True,True,True,False,False,Ekapad Sibal,Toilets locked
INSP00546,2025-06-09,SCH0219,True,True,True,,False,,Good condition
INSP01194,2025-07-21,SCH0231,True,True,False,True,True,Pranav Sagar,Average
INSP00739,2025-04-12,SCH0583,False,True,True,True,True,Sai Issac,Good condition
INSP00311,2025-11-22,SCH0143,False,True,True,True,True,Divya Sankaran,
INSP00894,2025-10-14,SCH0347,True,True,True,False,True,Sarthak Dey,Good condition
INSP01132,2025-10-22,SCH0317,True,True,True,True,False,Akshay Magar,Average
INSP01450,2025-07-12,SCH0147,True,True,False,False,False,Lakshmi Mandal,Needs repair
INSP00016,2025-05-16,SCH0028,True,True,True,True,True,Nidhi Kadakia,Good condition
INSP02109,2025-07-21,SCH0122,True,,True,False,True,Nirja Bassi,Toilets locked
INSP00722,2025-06-09,SCH0212,True,True,True,True,True,,Needs repair
INSP01421,2025-04-08,SCH0352,True,False,True,False,False,Diya Guha,Average
INSP02770,2026-01-14,SCH0119,True,True,True,False,False,Yamini Agate,Toilets locked
INSP00982,2025-07-31,SCH0128,False,,True,False,False,Aarini Atwal,No remarks
INSP02219,2025-05-23,SCH0159,True,True,True,False,True,Ekbal Bakshi,Average
INSP01540,2025-07-21,SCH0559,,True,False,True,True,Faqid Kapur,Needs repair
INSP02662,2026-02-03,SCH0122,True,True,True,False,False,Janya Joshi,Needs repair
INSP01551,2025-06-20,SCH0096,False,True,True,False,True,Ekavir Mallick,Needs repair
INSP02548,2025-05-31,SCH0033,False,True,False,True,True,Odika Nori,
INSP00364,2025-10-22,SCH0100,True,True,True,True,True,Aachal Toor,No remarks
INSP00983,2026-01-26,SCH0584,True,True,True,True,False,Ridhi Pathak,Toilets locked
INSP00183,2025-04-01,SCH0257,True,True,True,False,True,Meghana Chowdhury,
INSP00986,2025-10-28,SCH0122,,,True,False,False,Yatan Prabhu,Needs repair
INSP01195,2026-03-26,SCH0070,True,True,True,True,False,Yashasvi Ahluwalia,Good condition
INSP01974,2025-10-14,SCH0275,True,True,,False,True,Bahadurjit Mallick,Average
INSP01870,2025-07-23,SCH0173,True,True,True,False,False,,No remarks
INSP01122,2025-12-05,SCH0157,True,True,False,False,False,,Good condition
INSP00188,2025-04-18,SCH0509,True,True,True,False,False,Ekansh Dayal,No remarks
INSP00620,2025-06-18,SCH0368,True,True,True,False,False,Timothy Balasubramanian,Toilets locked
INSP02899,2025-05-02,SCH0154,False,True,True,True,False,Urvashi Barad,
INSP01176,2025-06-13,SCH0345,False,True,True,True,True,Yug Parsa,
INSP01183,2025-09-03,SCH0133,True,True,True,True,True,Zilmil Doshi,Average
INSP02508,2025-04-19,SCH0566,True,True,True,,False,Tanay Sahota,No remarks
INSP02320,2025-11-10,SCH0277,False,True,True,True,True,Ati Sama,Good condition
INSP00615,2025-07-20,SCH0372,True,True,True,False,True,Nandini Golla,Good condition
INSP01514,2025-09-10,SCH0402,False,True,True,False,True,Vivaan Bhattacharyya,Average
INSP01467,2025-12-28,SCH0368,True,,True,True,False,,Average
INSP00402,2025-08-31,SCH0357,True,True,True,True,False,Siddharth Sethi,Average
INSP00995,2026-01-14,SCH0031,True,False,True,False,False,Rajata Dhaliwal,Toilets locked
INSP00935,2026-02-22,SCH0364,False,False,True,True,True,Ronith Gole,Average
INSP00372,2025-05-24,SCH0315,True,True,True,True,False,,Needs repair
INSP02091,2025-06-13,SCH0199,True,True,True,False,False,,No remarks
INSP02284,2025-08-04,SCH0556,True,True,True,False,True,Samesh Gulati,Good condition
INSP00594,2026-03-20,SCH0203,True,True,True,True,True,Raghav Chaudhuri,Toilets locked
INSP02829,2025-07-12,SCH0491,True,False,True,True,False,Januja Pal,
INSP00727,2025-11-09,SCH0022,True,True,True,True,True,Unni Sama,No remarks
INSP00827,2025-06-29,SCH0080,,True,True,False,True,Aditya Vyas,No remarks
INSP01869,2025-09-01,SCH0394,True,True,,,True,Yash Nadig,Needs repair
INSP00688,2025-12-19,SCH0141,True,True,True,False,False,Rayaan Sundaram,No remarks
INSP02335,2025-10-26,SCH0107,True,True,True,True,False,Faqid Amble,Average
INSP00137,2025-04-17,SCH0237,True,True,False,True,False,Leela Mangal,Toilets locked
INSP02577,2026-03-01,SCH0184,True,True,True,False,True,,Average
INSP00629,2026-02-26,SCH0035,True,True,True,True,False,,Good condition
INSP00335,2026-03-29,SCH0248,False,True,False,True,False,Christopher Yadav,Good condition
INSP01806,2025-11-24,SCH0102,True,False,True,True,True,Aadhya Lad,Toilets locked
INSP00391,2025-08-16,SCH0600,False,True,True,True,False,Forum Shetty,No remarks
INSP02934,2026-03-14,SCH0535,True,True,False,False,False,,Average
INSP01110,2025-07-20,SCH0391,True,True,True,False,False,Adya Gara,Good condition
INSP01938,2025-12-20,SCH0150,True,True,True,False,False,Arin Nagi,
INSP02838,2025-07-12,SCH0170,False,True,,False,False,Divya Bhalla,Needs repair
INSP00711,2025-12-26,SCH0513,True,False,True,True,False,,Average
INSP01040,2025-08-27,SCH0348,True,True,True,True,True,,Toilets locked
INSP02072,2025-06-26,SCH0032,True,True,True,False,True,Warjas Doshi,Good condition
INSP02874,2025-07-24,SCH0443,True,True,True,False,False,Bhavika Om,Toilets locked
INSP02729,2025-09-25,SCH0355,True,True,True,,False,Ganga Shere,Toilets locked
INSP01562,2025-08-04,SCH0372,True,True,False,False,,Pooja Gill,Toilets locked
INSP02898,2025-11-25,SCH0095,True,False,True,False,False,Max Dewan,Good condition
INSP01595,2025-07-26,SCH0538,,True,True,True,,Ira Bala,Good condition
INSP02991,2025-11-23,SCH0205,True,,False,False,True,Avi Vig,No remarks
INSP02652,2025-04-22,SCH0019,True,False,True,True,True,Ayush Mangat,
INSP01113,2025-07-17,SCH0319,True,True,True,True,,,Toilets locked
INSP00466,2026-01-16,SCH0397,True,True,,True,True,Ojas Behl,
INSP01561,2025-01-05,SCH0306,False,True,True,False,False,Gautam Sahota,Needs repair
INSP01224,2026-02-18,SCH0144,True,True,False,True,False,Forum Minhas,
INSP02111,2025-04-15,SCH0214,,True,True,True,True,Radha Prabhu,
INSP02472,2025-12-02,SCH0430,True,True,False,True,True,Wakeeta Dey,
INSP01509,2025-10-15,SCH0292,True,False,True,False,True,,Good condition
INSP02716,2026-01-09,SCH0120,True,True,True,False,,,No remarks
INSP01105,2025-05-06,SCH0153,True,False,True,True,True,Dalbir Sur,Average
INSP00661,2025-08-28,SCH0276,True,True,True,False,True,Bhavika Venkataraman,Good condition
INSP00339,2025-08-15,SCH0493,False,True,True,True,False,Maanav Luthra,No remarks
INSP00216,2025-08-03,SCH0545,,False,False,True,False,Mohammed Varghese,
INSP01616,2025-09-06,SCH0081,True,False,True,False,True,Nisha Wason,
INSP01342,2026-03-31,SCH0330,True,True,True,True,False,Jatin Date,
INSP02646,2025-09-06,SCH0226,False,True,True,False,False,Chaman Maharaj,Average
INSP02965,2025-07-21,SCH0460,True,True,True,False,False,Jagdish Bakshi,Toilets locked
INSP02947,2025-08-27,SCH0146,False,True,True,True,False,Charles Balasubramanian,
INSP01847,2025-07-10,SCH0469,True,True,True,False,True,Quincy Pau,
INSP01593,2025-10-05,SCH0436,True,True,False,True,False,Janaki Jhaveri,Toilets locked
INSP02047,2025-04-19,SCH0114,True,,True,,True,Aryan Sachdeva,Good condition
INSP02654,2025-04-07,SCH0489,True,True,True,False,True,Hardik Bhatia,Good condition
INSP00817,2025-06-07,SCH0301,False,True,True,True,True,Ayushman Viswanathan,No remarks
INSP01068,2025-08-13,SCH0086,True,True,True,,True,Balveer Jhaveri,
INSP02139,2026-03-04,SCH0067,True,True,,False,True,Widisha Badal,Good condition
INSP00275,2026-02-06,SCH0351,False,True,True,True,True,Advik Baria,
INSP02367,2025-05-23,SCH0095,True,True,False,True,True,Alka Comar,Needs repair
INSP00866,2026-01-05,SCH0103,False,True,True,True,True,Zehaan Nigam,Needs repair
INSP00102,2025-12-08,SCH0332,True,True,True,True,True,Jalsa Kumer,Needs repair
INSP01502,2025-12-01,SCH0258,True,True,True,False,True,Arunima Ramakrishnan,Good condition
INSP02938,2026-03-11,SCH0014,True,True,True,False,False,Nidra Barad,Toilets locked
INSP00172,2025-04-01,SCH0334,False,True,True,False,False,Ria Palla,
INSP00108,2025-07-07,SCH0568,True,True,,True,False,Januja Patla,Good condition
INSP02217,2025-05-01,SCH0552,True,True,True,,False,Girik Prashad,Toilets locked
INSP01522,2025-11-11,SCH0384,True,True,True,True,False,Amol Khalsa,
INSP01827,2025-09-08,SCH0231,False,True,True,False,True,Omaja Bhatnagar,Average
INSP02322,2026-03-24,SCH0304,True,True,True,False,False,Nathan Pathak,Needs repair
INSP01968,2025-12-05,SCH0096,True,True,False,True,True,Upma Kulkarni,Needs repair
INSP02416,2025-09-03,SCH0285,True,True,False,True,False,Varsha Manda,Toilets locked
INSP02121,2025-07-27,SCH0414,True,False,True,True,False,Ayush Deo,No remarks
INSP02374,2025-05-17,SCH0485,False,True,False,True,True,Anirudh Korpal,Average
INSP02464,2025-08-29,SCH0273,False,True,True,True,True,Baghyawati Sen,Needs repair
INSP02708,2025-05-26,SCH0014,False,True,False,False,,Ishanvi Viswanathan,Toilets locked
INSP01963,2026-03-20,SCH0429,True,True,False,True,False,Eshana Singh,No remarks
INSP00296,2026-01-05,SCH0300,True,True,False,,True,Jason Randhawa,
INSP00713,2026-01-04,SCH0059,,False,False,True,True,Viraj Mitra,Needs repair
INSP00073,2025-11-06,SCH0560,False,True,True,,True,Ishanvi Mander,Average
INSP01525,2025-05-13,SCH0353,True,False,True,False,True,Timothy Borra,Average
INSP02393,2026-02-06,SCH0328,False,True,True,False,True,Orinder Subramanian,Toilets locked
INSP02980,2025-12-21,SCH0481,False,False,True,True,True,Prisha Kaur,Good condition
INSP00482,2026-12-02,SCH0092,True,True,True,False,True,Tejas Maharaj,Good condition
INSP02338,2025-05-21,SCH0542,True,True,True,True,True,Mason Bhavsar,Needs repair
INSP01531,2025-12-04,SCH0509,False,True,,False,True,Saksham Bera,No remarks
INSP02686,2025-04-20,SCH0243,False,True,True,True,False,Vedant Som,Needs repair
INSP01873,2026-03-08,SCH0165,True,True,True,True,True,,Good condition
INSP01515,2025-07-11,SCH0029,False,True,True,False,True,Omkaar Krishnan,Average
INSP01491,2025-11-12,SCH0230,,False,True,False,True,Harsh Sagar,No remarks
INSP01172,2025-11-19,SCH0151,True,True,True,False,True,Samaksh Sidhu,Good condition
INSP02580,2025-07-01,SCH0546,True,,True,True,True,Ayushman Sahota,No remarks
INSP02038,2025-04-08,SCH0428,False,True,True,,False,Zaitra Rege,Needs repair
INSP02673,2025-06-14,SCH0214,True,True,True,False,True,Laksh Babu,Good condition
INSP02185,2025-05-29,SCH0186,False,False,False,False,True,Timothy Ganguly,
INSP02336,2025-10-16,SCH0443,True,True,False,False,False,Lucky Natt,Toilets locked
INSP02395,2025-11-13,SCH0141,True,True,True,False,False,Madhavi Ben,
INSP00406,2025-07-16,SCH0367,False,True,True,True,True,Vedika Sodhi,Average
INSP00758,2025-12-10,SCH0034,True,True,True,,False,Inaya Barman,Toilets locked
INSP02115,2025-11-10,SCH0381,False,True,False,True,True,Meghana Sama,Average
INSP02303,2025-09-24,SCH0334,True,True,True,True,True,Vyanjana Tandon,Good condition
INSP00098,2025-09-14,SCH0520,,False,True,True,False,Mitesh Mahajan,No remarks
INSP01334,2026-01-24,SCH0260,True,True,False,,False,Amruta Talwar,Needs repair
INSP02513,2025-05-11,SCH0468,False,True,False,True,False,,No remarks
INSP00744,2025-06-28,SCH0268,False,True,True,False,False,,Needs repair
INSP00807,2025-08-20,SCH0131,True,True,False,,False,Hiral Bhattacharyya,No remarks
INSP02911,2025-11-28,SCH0153,True,True,False,,True,Qushi Gulati,Needs repair
INSP02079,2025-08-13,SCH0212,True,True,False,False,True,Vasana Kaul,No remarks
INSP02630,2025-07-01,SCH0490,True,True,True,True,True,Dayita Choudhry,Toilets locked
INSP01536,2025-06-04,SCH0474,True,True,False,True,False,Nandini Parikh,Needs repair
INSP02308,2026-09-01,SCH0486,False,True,,True,False,Ekansh Natarajan,Average
INSP02267,2025-05-15,SCH0347,True,True,True,,True,Thomas Lala,Toilets locked
INSP02467,2026-02-13,SCH0435,True,True,True,False,True,Faris Parmar,
INSP00149,2025-07-08,SCH0465,True,True,True,False,False,Azaan Sani,Needs repair
INSP01978,2025-10-26,SCH0311,False,True,False,True,True,Mugdha Badami,Average
INSP02163,2025-10-10,SCH0043,True,True,True,,True,Ayaan Solanki,Good condition
INSP02304,2025-08-31,SCH0539,True,True,True,True,False,Shivansh Loke,Toilets locked
INSP01316,2026-03-17,SCH0293,False,True,True,True,False,Ranveer Dutt,No remarks
INSP00693,2026-10-03,SCH0102,True,True,False,,False,,Toilets locked
INSP00819,2025-08-24,SCH0058,True,True,False,,True,Harrison Shah,Good condition
INSP01729,2026-01-03,SCH0354,True,False,True,False,False,Ojasvi Venkataraman,
INSP01387,2026-02-21,SCH0566,False,False,True,True,False,Samarth Narain,No remarks
INSP01846,2025-07-28,SCH0163,True,False,False,True,False,Ucchal Ramaswamy,No remarks
INSP02405,2026-01-24,SCH0559,False,True,False,True,True,Hemangini Garg,
INSP02430,2026-03-05,SCH0298,True,True,True,False,True,Liam Prabhakar,No remarks
INSP01600,2025-09-12,SCH0172,False,True,False,False,True,Radhika Oza,Toilets locked
INSP02485,2025-01-05,SCH0334,True,True,True,True,True,Eiravati Naidu,Good condition
INSP02585,2026-02-14,SCH0555,False,True,True,True,False,Benjamin Chatterjee,
INSP00702,2025-12-12,SCH0364,True,True,True,,True,Abha Agarwal,
INSP01500,2026-03-19,SCH0094,True,True,True,False,True,Diya Parmer,Needs repair
INSP02794,2025-09-18,SCH0230,True,True,True,True,True,Akshay Pingle,Needs repair
INSP00922,2025-12-03,SCH0132,True,True,False,True,True,,Average
INSP01425,2025-08-21,SCH0409,True,True,,True,True,Eiravati Mangal,
INSP01709,2026-03-08,SCH0270,True,False,,True,True,Vasatika Sinha,
INSP00906,2025-12-27,SCH0033,,True,True,True,True,Anvi Kant,Needs repair
INSP00455,2026-03-16,SCH0205,True,True,True,False,False,Ekansh Gulati,
INSP02471,2025-08-05,SCH0431,True,True,,False,True,Ikshita Shroff,Needs repair
INSP02209,2025-11-13,SCH0193,False,True,True,False,,Amara Sathe,Needs repair
INSP02656,2025-10-16,SCH0205,False,True,True,False,False,Andrew Nigam,Average
INSP02299,2025-08-16,SCH0449,True,False,True,False,True,Abhimanyu Om,Needs repair
INSP00168,2025-09-04,SCH0568,False,True,True,True,True,Ranveer Magar,Good condition
INSP00731,2025-11-05,SCH0371,True,,True,False,True,Widisha Dalal,Toilets locked
INSP02277,2025-05-20,SCH0569,False,True,True,False,False,Yatin Magar,Needs repair
INSP01311,2025-05-08,SCH0145,False,True,True,False,False,Sudiksha Tank,Average
INSP02422,2025-09-30,SCH0188,False,True,True,True,False,Dayamai Luthra,No remarks
INSP00027,2025-08-11,SCH0023,True,True,True,False,True,,Toilets locked
INSP02098,2025-11-29,SCH0329,,True,False,False,True,,
INSP01898,2025-12-23,SCH0418,True,True,True,True,False,Yahvi Divan,Needs repair
INSP01653,2026-03-07,SCH0346,True,True,True,False,True,Abha Raval,Average
INSP01623,2025-04-24,SCH0257,False,True,True,True,True,Rachit Rastogi,Toilets locked
INSP00588,2026-10-02,SCH0309,True,True,True,True,False,Dayita Mahal,
INSP01402,2025-04-26,SCH0262,True,True,True,False,True,Bhavna Chandra,
INSP00998,2026-02-23,SCH0040,True,True,True,True,False,Chanakya Kata,Good condition
INSP01177,2025-09-02,SCH0148,True,True,True,True,True,Triya Singh,Good condition
INSP01701,2025-12-14,SCH0256,False,True,True,False,False,Vasana Wagle,Toilets locked
INSP01041,2026-01-17,SCH0029,True,True,True,True,True,Devansh Chaudhary,No remarks
INSP00034,2025-04-13,SCH0403,True,True,True,True,False,Chanakya Baria,No remarks
INSP02410,2025-05-12,SCH0417,False,True,False,True,True,Harshil Mall,Toilets locked
INSP01380,2026-03-03,SCH0181,True,True,False,True,True,Udant Wali,Average
INSP00042,2026-02-23,SCH0196,True,True,True,True,False,Varenya Parmer,Toilets locked
INSP01877,2025-10-15,SCH0265,True,True,True,False,True,Raghav Doshi,No remarks
INSP02952,2025-11-06,SCH0393,True,True,True,True,True,Ishita Chokshi,Good condition
INSP02309,2025-08-11,SCH0142,True,True,True,True,False,Tanish Zacharia,No remarks
INSP02741,2025-07-24,SCH0302,True,True,True,False,False,Aryan Roy,Average
INSP02280,2025-12-07,SCH0226,True,True,True,True,False,Anita Parmar,Needs repair
INSP02019,2025-05-28,SCH0282,True,True,True,True,True,Samarth Deshpande,Toilets locked
INSP02000,2025-09-01,SCH0217,False,True,True,True,True,Triya Dhawan,
INSP00610,2025-06-08,SCH0062,True,True,True,False,True,Niharika Nori,Good condition
INSP01133,2025-05-13,SCH0489,True,False,True,True,False,Yug Halder,
INSP00029,2025-06-03,SCH0132,True,True,,True,True,Arin Lall,Toilets locked
INSP00442,2025-09-01,SCH0564,True,True,True,False,True,Yamini Sridhar,Needs repair
INSP00666,2025-05-27,SCH0431,,True,False,True,False,Nidra Kashyap,No remarks
INSP02993,2026-02-24,SCH0544,True,True,,False,True,Advika Sehgal,No remarks
INSP00494,2026-01-10,SCH0537,True,False,True,False,False,Lucky Chauhan,Average
INSP01259,2025-05-24,SCH0338,True,True,True,True,False,Daksha Gupta,No remarks
INSP01302,2026-02-06,SCH0286,True,True,True,True,False,Priya Kala,Good condition
INSP02671,2025-10-28,SCH0489,True,True,True,True,True,Owen Dhaliwal,No remarks
INSP02489,2025-08-24,SCH0544,True,True,True,False,True,Oni Khurana,Needs repair
INSP01383,2025-12-01,SCH0133,True,False,True,,False,Robert Bahri,No remarks
INSP01305,2025-08-15,SCH0402,,True,True,,False,Azad Prakash,Needs repair
INSP00237,2025-12-17,SCH0180,,True,True,True,False,Ria Babu,Toilets locked
INSP01986,2025-12-03,SCH0115,False,True,True,True,True,Christopher Chakraborty,Average
INSP00552,2025-10-15,SCH0162,False,True,False,True,False,Adweta Gupta,Good condition
INSP00521,2025-04-13,SCH0018,True,True,True,False,False,,Average
INSP01233,2025-07-19,SCH0395,True,True,True,True,True,Chatresh Misra,Toilets locked
INSP01139,2025-04-20,SCH0376,True,,True,False,False,Krish Hayer,Needs repair
INSP01906,2025-05-01,SCH0400,True,True,True,True,True,Eta Kanda,Needs repair
INSP00721,2025-10-04,SCH0009,False,False,False,True,False,Prisha Chandran,Good condition
INSP00736,2025-05-23,SCH0224,True,True,True,True,False,Gautam Kannan,Toilets locked
INSP03000,2025-09-08,SCH0349,False,True,True,False,True,Bimala Talwar,Needs repair
INSP01751,2025-06-11,SCH0234,True,True,True,True,True,Jonathan Setty,Good condition
INSP00059,2026-03-09,SCH0030,,False,True,True,False,Janaki Bora,
INSP00632,2026-02-09,SCH0166,False,True,True,False,False,Aashi Srinivasan,
INSP01182,2026-02-05,SCH0368,True,True,True,False,False,Azad Kota,Needs repair
INSP02323,2025-04-03,SCH0176,True,True,True,False,False,,No remarks
INSP00593,2025-05-23,SCH0155,False,True,True,True,False,Vamakshi Deshpande,Needs repair
INSP01304,2025-07-20,SCH0176,True,True,True,True,True,Omya Shenoy,Toilets locked
